"Country.Name","Income.Group","Region","Time","Time.Code","Agriculture..forestry..and.fishing..value.added....of.GDP...NV.AGR.TOTL.ZS.","Access.to.clean.fuels.and.technologies.for.cooking....of.population...EG.CFT.ACCS.ZS.","Access.to.electricity....of.population...EG.ELC.ACCS.ZS.","Account.ownership.at.a.financial.institution.or.with.a.mobile.money.service.provider....of.population.ages.15....FX.OWN.TOTL.ZS.","Adequacy.of.social.insurance.programs....of.total.welfare.of.beneficiary.households...per_si_allsi.adq_pop_tot.","Adequacy.of.social.protection.and.labor.programs....of.total.welfare.of.beneficiary.households...per_allsp.adq_pop_tot.","Adequacy.of.social.safety.net.programs....of.total.welfare.of.beneficiary.households...per_sa_allsa.adq_pop_tot.","Adequacy.of.unemployment.benefits.and.ALMP....of.total.welfare.of.beneficiary.households...per_lm_alllm.adq_pop_tot.","Adjusted.net.national.income..current.US....NY.ADJ.NNTY.CD.","Adjusted.net.national.income..annual...growth...NY.ADJ.NNTY.KD.ZG.","Adjusted.net.national.income.per.capita..current.US....NY.ADJ.NNTY.PC.CD.","Adolescent.fertility.rate..births.per.1.000.women.ages.15.19...SP.ADO.TFRT.","Adolescents.out.of.school....of.lower.secondary.school.age...SE.SEC.UNER.LO.ZS.","Age.dependency.ratio....of.working.age.population...SP.POP.DPND.","Agricultural.land..sq..km...AG.LND.AGRI.K2.","Air.transport..passengers.carried..IS.AIR.PSGR.","Air.transport..freight..million.ton.km...IS.AIR.GOOD.MT.K1.","Arable.land..hectares.per.person...AG.LND.ARBL.HA.PC.","Tax.revenue....of.GDP...GC.TAX.TOTL.GD.ZS.","GDP..current.US....NY.GDP.MKTP.CD.","GDP.per.capita..current.US....NY.GDP.PCAP.CD.","Women.Business.and.the.Law.Index.Score..scale.1.100...SG.LAW.INDX.","Time.required.to.start.a.business..days...IC.REG.DURS.","Domestic.general.government.health.expenditure.per.capita..current.US....SH.XPD.GHED.PC.CD.","Domestic.private.health.expenditure.per.capita..current.US....SH.XPD.PVTD.PC.CD.","External.health.expenditure.per.capita..current.US....SH.XPD.EHEX.PC.CD.","Women.making.their.own.informed.decisions.regarding.sexual.relations..contraceptive.use.and.reproductive.health.care.....of.women.age.15.49...SG.DMK.SRCR.FN.ZS.","Women.participating.in.the.three.decisions..own.health.care..major.household.purchases..and.visiting.family.....of.women.age.15.49...SG.DMK.ALLD.FN.ZS.","CO2.emissions..metric.tons.per.capita...EN.ATM.CO2E.PC.","CO2.emissions..kt...EN.ATM.CO2E.KT.","CO2.emissions.from.liquid.fuel.consumption..kt...EN.ATM.CO2E.LF.KT.","CO2.emissions.from.gaseous.fuel.consumption..kt...EN.ATM.CO2E.GF.KT.","CO2.emissions.from.solid.fuel.consumption..kt...EN.ATM.CO2E.SF.KT.","Methane.emissions..kt.of.CO2.equivalent...EN.ATM.METH.KT.CE.","Adjusted.savings..carbon.dioxide.damage..current.US....NY.ADJ.DCO2.CD.","Total.greenhouse.gas.emissions..kt.of.CO2.equivalent...EN.ATM.GHGT.KT.CE.","Nitrous.oxide.emissions..thousand.metric.tons.of.CO2.equivalent...EN.ATM.NOXE.KT.CE.","Individuals.using.the.Internet....of.population...IT.NET.USER.ZS.","Lending.interest.rate......FR.INR.LEND.","International.tourism..number.of.arrivals..ST.INT.ARVL.","International.tourism..number.of.departures..ST.INT.DPRT.","Customs.and.other.import.duties....of.tax.revenue...GC.TAX.IMPT.ZS.","Share.of.tariff.lines.with.international.peaks..all.products......TM.TAX.MRCH.IP.ZS.","Tariff.rate..applied..simple.mean..all.products......TM.TAX.MRCH.SM.AR.ZS.","Taxes.on.exports....of.tax.revenue...GC.TAX.EXPT.ZS.","Taxes.on.goods.and.services....of.revenue...GC.TAX.GSRV.RV.ZS.","Taxes.on.income..profits.and.capital.gains....of.revenue...GC.TAX.YPKG.RV.ZS.","Total.tax.and.contribution.rate....of.profit...IC.TAX.TOTL.CP.ZS.","Birth.rate..crude..per.1.000.people...SP.DYN.CBRT.IN.","by","Country.Code...53"
"BEL","High-Income","Europe & Central Asia",1990,"YR1990","..","..","100","..","..","..","..","..","1.76E+11","2.812986979","17695.20956","11.0454","..","49.07035354","..","3132700","656.4000244","..","..","2.05E+11","20600.37525","61.3","..","..","..","..","..","..","10.63967167","106049.64","45635.815","18709.034","38250.477","12445","933146040.4","137872.522","9828.054","0.00100674","..","..","..","..","11.52495","6.01","..","..","..","..","12.4","Country.Code","BEL"
"BEL","High-Income","Europe & Central Asia",2000,"YR2000","1.17600528","100","100","..","..","..","..","..","2.03E+11","2.703638282","19805.46397","10.6408","1.4413","52.51411551","13895.99976","10738119","1017.479","0.084087306","27.27474136","2.36E+11","23041.53473","75.6","..","1375.334717","469.9864197","0","..","..","11.2296677","115118.131","51847.713","30619.45","29086.644","11079","1669301857","147051.2","11780","29.43169169","..","6457000","7932000","..","5.201421","3.17","..","26.74379396","36.83042014","..","11.4","Country.Code","BEL"
"BEL","High-Income","Europe & Central Asia",2010,"YR2010","0.765104157","100","100","..","..","..","..","..","3.96E+11","1.441512348","36309.10588","7.6294","2.21689","52.01442797","13556.99951","7528586.304","1067.351","0.076544759","24.46824242","4.81E+11","44141.87814","93.8","4.5","3458.573975","990.9689331","0","..","..","10.17146522","110824.074","54979.331","38917.871","13886.929","9632.35","2658556397","138029.4109","10129.622","75","..","7186000","8801000","..","4.649363","2.47","..","25.37908328","34.71103988","57.3","11.9","Country.Code","BEL"
"BEL","High-Income","Europe & Central Asia",2011,"YR2011","0.64803422","100","100","96.30612946","..","..","..","..","4.22E+11","-1.325697903","38241.80436","6.8292","1.37316","52.32871192","13356.99951","8638553.1","1241.293","0.074740013","24.93665681","5.23E+11","47348.52502","93.8","4.5","3765.907959","1090.269653","0","..","..","9.054330011","99944.085","50600.933","32958.996","12915.174","9414.724963","2521063975","137517.8679","8781.708415","81.609996","..","7494000","9727000","..","4.273569","2.12","..","24.73380895","35.27628256","57.7","11.7","Country.Code","BEL"
"BEL","High-Income","Europe & Central Asia",2012,"YR2012","0.781226735","100","100","..","..","..","..","..","4.11E+11","3.251772432","36970.20637","6.029","1.34263","52.74426339","13320","9508165.315","1369.89982","0.072297192","25.82414125","4.96E+11","44673.11588","100","4.5","3604.249023","1010.440735","0","..","..","8.56287875","95107.312","47318.968","32903.991","11752.735","9243.348927","2518429397","133373.684","8502.953829","80.71999055","..","7560000","9576000","..","4.255372","2.13","..","24.96899083","35.36614636","58.2","11.5","Country.Code","BEL"
"BEL","High-Income","Europe & Central Asia",2013,"YR2013","0.681174913","100","100","..","..","..","..","..","4.33E+11","1.001601019","38775.60985","5.7534","0.69984","53.23690338","13365","9521421","1560.81076","0.073122165","26.19084708","5.22E+11","46744.66254","100","4.5","3763.828613","1086.072632","0","..","..","8.689543091","96970.148","48881.11","32969.997","12068.097","..","2691189592","..","..","82.1702","..","7684000","10803000","..","4.410196","2.09","..","24.29718376","36.10666591","58","11.3","Country.Code","BEL"
"BEL","High-Income","Europe & Central Asia",2014,"YR2014","0.637835968","100","100","98.12575531","..","..","..","..","4.43E+11","1.650517896","39500.83848","5.4778","0.7684","53.73738812","13313.00049","10535219","1596.3044","0.072887487","26.13452545","5.35E+11","47700.54036","100","4.5","3859.234131","1085.027344","0","..","..","8.328159898","93350.819","49662.181","28855.623","11789.405","..","2718955893","..","..","85","..","7887000","10991000","..","5.183785","2.58","..","24.08259533","36.44754786","58.4","11.2","Country.Code","BEL"
"BEL","High-Income","Europe & Central Asia",2015,"YR2015","0.68641478","100","100","..","..","..","..","..","3.81E+11","2.333787721","33795.31875","5.2022","2.41607","54.19360574","13280","11473055","1479.976316","0.073575091","24.35453781","4.62E+11","40991.80814","100","4.5","3235.589355","935.4641724","0","..","..","..","..","..","..","..","..","2812223931","..","..","85.0529","..","8355000","10835000","..","5.264051","2.61","..","24.84615731","34.68078381","58.4","10.8","Country.Code","BEL"
"BEL","High-Income","Europe & Central Asia",2016,"YR2016","0.630477673","100","100","..","..","..","..","..","3.91E+11","1.654715068","34524.04156","4.9266","2.89364","54.77135163","13508.00049","12545322","1505.405908","0.074959703","22.82710705","4.76E+11","42012.0999","100","4.5","3298.588623","980.1826172","0","..","..","..","..","..","..","..","..","2894529748","..","..","86.51647666","..","7481000","13372000","..","5.068732","2.48","..","26.53534288","32.36244251","58.7","10.8","Country.Code","BEL"
"BEL","High-Income","Europe & Central Asia",2017,"YR2017","0.63705726","..","100","98.63832092","..","..","..","..","4.14E+11","1.695053484","36431.35498","4.651","1.38069","55.3290794","..","13676844","1574.378609","..","23.37831671","5.03E+11","44219.562","100","4.5","3480.462402","1026.893555","0","..","..","..","..","..","..","..","..","3016417795","..","..","87.67968082","..","8385000","12142000","..","5.447747","2.35","..","26.07441167","33.72774639","57.1","10.5","Country.Code","BEL"
"BEL","High-Income","Europe & Central Asia",2018,"YR2018","0.499587012","..","100","..","..","..","..","..","4.44E+11","-0.164645699","38814.34652","4.5704","..","55.8704645","..","13639487","1285.344187","..","23.97906745","5.43E+11","47472.13673","100","4.5","..","..","..","..","..","..","..","..","..","..","..","3144260081","..","..","88.65506428","..","9119000","13098000","..","5.154546","2.35","..","25.95899769","33.99274492","57.7","10.3","Country.Code","BEL"
"BLZ","Lower Middle-Income","Latin America & Caribbean",1990,"YR1990","17.25413934","..","..","..","..","..","..","..","378780516.7","14.25579995","2019.602652","125.6696","..","90.80328803","1260","..","..","0.277256441","21.45617769","412086445.5","2197.185023","63.1","..","..","..","..","..","..","1.66191243","311.695","311.695","0","0","169.855","2742649.15","632.71626","129.71826","0","14.04166667","..","..","55.88737587","..","..","1.470854351","9.196981329","18.51787005","..","35.862","Country.Code","BLZ"
"BLZ","Lower Middle-Income","Latin America & Caribbean",2000,"YR2000","14.64928925","78.18","79","..","..","..","..","..","659201139.4","0.402789719","2665.43129","97.2162","5.45985","80.66563909","1490","..","..","0.25877929","17.82759422","832072450","3364.423711","71.9","..","70.19950867","60.87227249","8.233635902","..","..","1.601342418","396.036","396.036","0","0","166.999","5742828.037","1676.47151","147.22551","5.963835303","16.005","196000","..","..","..","..","..","28.08604867","21.04612941","..","29.868","Country.Code","BLZ"
"BLZ","Lower Middle-Income","Latin America & Caribbean",2010,"YR2010","11.6630755","83.31","89.91722437","..","..","..","..","..","958922022.9","-4.166448571","2973.733573","75.0698","13.17363","65.81427756","1570","143928","0.069925233","0.232584102","23.93820753","1377179137","4270.799647","76.9","43","166.4917908","74.47302246","9.340750694","..","..","1.671656371","539.049","524.381","11.001","0","224.011","12931235.2","1498.87845","196.28983","28.2","13.88333333","242000","..","..","39.45773","12.57","..","32.42503402","31.00719338","33.2","23.402","Country.Code","BLZ"
"BLZ","Lower Middle-Income","Latin America & Caribbean",2011,"YR2011","11.65042882","83.78","91.68173599","..","..","..","..","..","1039149701","5.349801538","3146.678602","73.8744","13.77679","63.95198165","1570","179471.4135","0.07508273","0.227109621","22.97103993","1460800212","4423.490439","76.9","43","164.3787384","77.24325562","12.8049593","..","..","1.821080012","601.388","590.387","11.001","0","226.25111","15169858.45","1536.237437","198.2527283","30.7","13.36333333","250000","..","..","43.78255","11.64","..","27.83718393","28.80038863","33.2","23.044","Country.Code","BLZ"
"BLZ","Lower Middle-Income","Latin America & Caribbean",2012,"YR2012","13.42557211","84.17","91.99225616","..","..","..","..","..","1102801793","5.018284607","3262.727197","72.679","9.29974","62.26752057","1600","448015.914","0.06083485","0.230769231","23.11590367","1522899790","4505.62068","76.9","43","162.4970551","78.70995331","8.317522049","..","..","1.410384615","476.71","469.376","7.334","0","228.49122","12623219.52","1569.858503","200.2156266","31","12.44083333","277000","..","..","33.82914","11.23","..","34.39886357","28.92173563","33.2","22.717","Country.Code","BLZ"
"BLZ","Lower Middle-Income","Latin America & Caribbean",2013,"YR2013","13.71166096","84.54","93.19063568","..","..","..","..","..","1170341242","5.171068992","3385.277589","71.8406","9.02841","60.66913911","1600","513175.6","1.19620662","0.225619369","23.80194891","1579413515","4568.542051","79.4","43","175.2420197","80.56634521","10.47194099","..","..","1.484980403","513.38","506.046","7.334","0","..","14247713.77","..","..","33.6","11.56916667","294000","..","..","42.33278","11.49","..","32.39524201","26.21095371","31.1","22.395","Country.Code","BLZ"
"BLZ","Lower Middle-Income","Latin America & Caribbean",2014,"YR2014","13.76051764","84.84","94.42461395","48.2092514","..","..","..","..","1235036780","3.645420387","3495.063984","71.0022","9.73825","59.09146163","1600","877765","3.00429486","0.220734309","25.54179585","1662802599","4705.610045","79.4","43","159.6891174","81.76934052","31.67577934","..","..","1.400941234","495.045","491.378","3.667","0","..","14418786.41","..","..","38.7","10.82178318","321000","..","..","42.33278","11.49","..","34.72825113","27.51857201","31.1","22.067","Country.Code","BLZ"
"BLZ","Lower Middle-Income","Latin America & Caribbean",2015,"YR2015","12.85612809","85.18","91.8","..","..","..","..","..","1367094017","12.07527009","3787.66701","70.1638","11.18837","57.52874015","1600","935604","2.463420011","0.21610659","25.07069398","1723785357","4775.915077","79.4","43","200.8903503","83.38536072","5.30826807","..","..","..","..","..","..","..","..","15480105.48","..","..","41.59","10.32027993","341000","..","..","41.82791","11.4","..","35.66876599","25.71943188","31.1","21.733","Country.Code","BLZ"
"BLZ","Lower Middle-Income","Latin America & Caribbean",2016,"YR2016","10.4207071","85.43","96.96377563","..","..","..","..","..","1395481591","-0.058777488","3787.952201","69.3254","12.33727","56.33354551","1600","990499","2.689022193","0.211726384","26.04564802","1775100179","4818.404394","79.4","43","201.2610931","87.39426422","11.49635983","..","..","..","..","..","..","..","..","15977546.35","..","..","44.57574032","9.84091011","386000","..","..","40.19353","10.97","..","46.66140731","24.95493964","31.1","21.4","Country.Code","BLZ"
"BLZ","Lower Middle-Income","Latin America & Caribbean",2017,"YR2017","11.20433785","..","98.25115204","..","..","..","..","..","1391762373","-2.617255845","3703.771127","68.487","11.22523","55.08547326","..","1285642","3.746059438","..","26.33800701","1836593466","4887.55982","79.4","48","190.6728058","85.39992523","4.426090717","..","..","..","..","..","..","..","..","16961182.88","..","..","47.0826258","9.4625","427000","..","..","40.08161","11.09","..","48.07216711","24.37051667","31.1","21.081","Country.Code","BLZ"
"BLZ","Lower Middle-Income","Latin America & Caribbean",2018,"YR2018","9.563392118","..","99.54001617","..","..","..","..","..","1383709251","-3.184418789","3612.148274","68.049","10.11157","53.88456378","..","1297533.223","3.782451911","..","..","1871203164","4884.742421","79.4","48","..","..","..","..","..","..","..","..","..","..","..","18385030.18","..","..","..","9.115","489000","..","..","32.40198","10.87","..","..","..","31.1","20.786","Country.Code","BLZ"
"BEN","Low-Income","Sub-Saharan Africa",1990,"YR1990","34.65494536","..","..","..","..","..","..","..","1737217646","10.21183981","348.9442687","125.2996","..","98.18096124","22700","76300","17.70000076","0.324395159","..","1959965244","393.6862144","40","..","..","..","..","..","..","0.142157591","707.731","557.384","0","0","5119.5","6227426.895","47187.972","3732.524","0","..","..","..","..","..","..","..","..","..","..","46.029","Country.Code","BEN"
"BEN","Low-Income","Sub-Saharan Africa",2000,"YR2000","23.54123399","1.83","21.39941978","..","..","..","..","..","2963193239","8.402259907","431.5779764","118.5246","..","93.78366578","31950","77273","12.273","0.34663807","..","3511248900","511.400227","46.9","..","4.127337933","9.062842369","2.638189316","..","..","0.232860969","1598.812","1474.134","0","0","4503.77","23184009.48","40254.008","3343.598","0.225247851","..","96000","..","..","..","..","..","..","..","..","42.371","Country.Code","BEN"
"BEN","Low-Income","Sub-Saharan Africa",2010,"YR2010","25.8411355","4.78","34.2","..","..","..","..","..","8002553621","2.212207427","869.9128507","101.2906","..","88.94983697","34400","53012.81818","0","0.276109195","..","9535344283","1036.533952","71.9","34.5","7.501615047","15.5162487","7.96862793","..","..","0.553283259","5089.796","4440.737","0","0","6845.63","122099010","33029.82235","4771.179","3.13","5.113333333","199000","..","..","49.246","12.83","..","..","..","55","39.278","Country.Code","BEN"
"BEN","Low-Income","Sub-Saharan Africa",2011,"YR2011","25.79700083","4.99","36.9","10.46393776","..","..","..","..","8992012524","3.857750693","950.446475","98.8278","..","88.61363992","35300","58314.1","0.441834952","0.272703346","..","10693321954","1130.273132","71.9","32.5","8.98460865","16.88571739","9.000841141","..","..","0.559691697","5295.148","4565.415","0","0","6914.0863","133568753.6","33289.55192","4818.89079","4.148323066","5.255916667","209000","..","..","50.2417","13.09","..","..","..","55","38.945","Country.Code","BEN"
"BEN","Low-Income","Sub-Saharan Africa",2012,"YR2012","25.76897583","5.34","38.4","..","..","..","..","..","9354438656","5.029648382","961.4760212","96.365","..","88.11038854","37000","58314.1","0.441834952","0.27751374","..","11141358945","1145.140811","71.9","29.5","8.551581383","16.38152122","14.17029476","38.2","48.3","0.56234192","5471.164","4778.101","0","0","6982.5426","144875719.5","33533.09673","4866.60258","4.5","5.039166667","220000","..","..","50.2417","13.09","..","..","..","55","38.591","Country.Code","BEN"
"BEN","Lower Middle-Income","Sub-Saharan Africa",2013,"YR2013","25.27540464","5.58","35.62862778","..","..","..","..","..","10524112528","8.388951289","1051.928628","94.3112","34.40871","87.49154098","37500","137640","1.265124","0.269876181","..","12517845732","1251.210518","74.4","18.5","9.564510345","17.09816742","9.0949049","..","..","0.580952959","5812.195","5104.464","0","0","..","161304473.8","..","..","4.9","5.2875","231000","..","..","50.2613","13.1","..","..","..","48.9","38.219","Country.Code","BEN"
"BEN","Lower Middle-Income","Sub-Saharan Africa",2014,"YR2014","25.61845297","5.85","34.1","16.62083435","..","..","..","..","11128538599","5.306671117","1081.822643","92.2574","..","86.81142308","37500","60264","0.553884","0.262471223","..","13284528654","1291.409808","74.4","12.5","7.42005682","17.14586639","9.836234093","..","..","0.61420609","6318.241","5438.161","0","187.017","..","184026436.9","..","..","6","5.338333333","242000","..","..","49.04523","12.96","..","..","..","48.9","37.831","Country.Code","BEN"
"BEN","Low-Income","Sub-Saharan Africa",2015,"YR2015","26.39208509","6.06","37.70040131","..","..","..","..","..","9354966719","0.759375077","884.5507921","90.2036","..","86.09778484","37500","112392","0.805347336","0.255296166","..","11388160958","1076.797716","74.4","12.5","6.301556587","14.27943802","10.71339607","..","..","..","..","..","..","..","..","202794251.8","..","..","11.25498791","5.154166667","255000","..","..","35.31845","10.91","..","..","..","48.9","37.432","Country.Code","BEN"
"BEN","Low-Income","Sub-Saharan Africa",2016,"YR2016","27.7536355","6.44","38.97025299","..","..","..","..","..","9582228210","3.059331502","881.3621375","88.1498","..","85.53458615","37500","899","0.006442778","0.24834284","..","11821066153","1087.287832","74.4","8.5","6.243734837","14.89509487","9.262646675","..","..","..","..","..","..","..","..","226960647.5","..","..","11.99404791","5.295","267000","..","..","34.82972","10.58","..","..","..","48.9","37.027","Country.Code","BEN"
"BEN","Low-Income","Sub-Saharan Africa",2017,"YR2017","28.48901653","..","34.5","38.48922348","..","..","..","..","10316777926","4.860426547","923.1847513","86.096","..","84.88570798","..","..","..","..","..","12701656931","1136.592847","74.4","8.5","9.225156784","15.59273434","5.94855547","..","..","..","..","..","..","..","..","261810736.8","..","..","20","5.14","281000","..","..","47.03642","13.63","..","..","..","48.9","36.621","Country.Code","BEN"
"BEN","Low-Income","Sub-Saharan Africa",2018,"YR2018","28.08726564","..","41.52923965","..","..","..","..","..","11576670764","6.359320833","1007.977569","84.0364","..","84.16643509","..","..","..","..","..","14250985959","1240.829464","74.4","8.5","..","..","..","..","36.3","..","..","..","..","..","..","306544003.4","..","..","..","..","295000","..","..","45.66171","13.42","..","..","..","48.9","36.221","Country.Code","BEN"
"BMU","Uncategorized","North America",1990,"YR1990","..","..","100","..","..","..","..","..","..","..","..","..","..","..","3.000000119","..","..","0.005056805","..","1592400000","26841.51974","..","..","..","..","..","..","..","8.468108418","502.379","502.379","0","0","24.0812","4420505.101","652.962347","14.199147","0","..","..","..","..","..","..","..","..","..","..","14.6","Country.Code","BMU"
"BMU","Uncategorized","North America",2000,"YR2000","0.668952155","..","100","..","..","..","..","..","..","..","..","..","..","..","4.00000006","..","..","0.006469038","..","3480219000","56284.16865","..","..","..","..","..","..","..","8.36199117","517.047","517.047","0","0","26.5171","7497581.048","518.971347","14.357247","42.94986002","..","332000","..","..","..","..","..","..","..","..","13.5","Country.Code","BMU"
"BMU","Uncategorized","North America",2010,"YR2010","0.748048452","..","100","..","..","..","..","..","..","..","..","..","..","..","3.000000119","..","..","0.004606597","..","5744414000","88207.32756","..","..","..","..","..","..","..","9.347122413","608.722","608.722","0","0","30.3529","14602619.35","594.6515718","20.449026","84.21","..","232000","..","..","65.3824","18.92","..","..","..","..","11.8","Country.Code","BMU"
"BMU","Uncategorized","North America",2011,"YR2011","0.788755292","..","100","..","..","..","..","..","..","..","..","..","17.18155","..","3.000000119","..","..","0.004646552","..","5550771000","85973.15842","..","..","..","..","..","..","..","6.872359209","443.707","443.707","0","0","30.656429","11192395.56","614.8756515","20.65351626","88.336","..","236000","..","..","68.06493","18.92","..","..","..","..","10.4","Country.Code","BMU"
"BMU","Uncategorized","North America",2012,"YR2012","0.740816721","..","100","..","..","..","..","..","..","..","..","..","..","..","3.000000119","..","..","0.004629773","..","5537537000","85458.45551","..","..","..","..","..","..","..","7.356862866","476.71","476.71","0","0","30.959958","12623219.52","632.8769921","20.85800652","91.29930452","..","232000","..","..","63.81161","18.4","..","..","..","..","10","Country.Code","BMU"
"BMU","Uncategorized","North America",2013,"YR2013","0.745266618","..","100","..","..","..","..","..","..","..","..","..","..","..","3.000000119","..","..","0.004615314","..","5573710000","85748.06541","..","..","..","..","..","..","..","7.051814587","458.375","458.375","0","0","..","12721173.01","..","..","95.3","..","236000","..","..","64.26066","18.32","..","..","..","..","10.4","Country.Code","BMU"
"BMU","Uncategorized","North America",2014,"YR2014","..","..","100","..","..","..","..","..","..","..","..","..","..","..","3.000000119","..","..","0.004605536","..","..","..","..","..","..","..","..","..","..","8.838314988","575.719","575.719","0","0","..","16768514.56","..","..","96.8","..","224000","..","..","63.39843","18.15","..","..","..","..","10.5","Country.Code","BMU"
"BMU","Uncategorized","North America",2015,"YR2015","..","..","100","..","..","..","..","..","..","..","..","..","..","..","3.000000119","..","..","0.004598477","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","98.32360965","..","220000","..","..","63.746","18.7","..","..","..","..","9.4","Country.Code","BMU"
"BMU","Uncategorized","North America",2016,"YR2016","..","..","100","..","..","..","..","..","..","..","..","..","..","..","3.000000119","..","..","0.0046472","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","98","..","244000","..","..","63.70781","18.45","..","..","..","..","9.6","Country.Code","BMU"
"BMU","Uncategorized","North America",2017,"YR2017","..","..","100","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","98.37","..","270000","..","..","62.84516","19.9","..","..","..","..","9.3","Country.Code","BMU"
"BMU","Uncategorized","North America",2018,"YR2018","..","..","100","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","282000","..","..","59.95472","24.13","..","..","..","..","8.2","Country.Code","BMU"
"BTN","Low-Income","South Asia",1990,"YR1990","34.37769466","..","..","..","..","..","..","..","251270848.9","..","473.377836","103.574","..","86.10270632","4540","8000","..","0.254331166","4.41394271","299787275.8","564.7796095","55","..","..","..","..","..","..","0.241793581","128.345","80.674","0","47.671","918.942","1129326.121","1280.14329","178.79529","0","15","..","..","1.337936987","..","..","..","10.7430428","5.028958892","..","38.163","Country.Code","BTN"
"BTN","Low-Income","South Asia",2000,"YR2000","24.26719549","31.67","31.15","..","..","..","..","..","383051839.4","..","648.1188306","77.1602","48.81706","77.71272901","5300","34425","0","0.179350649","10.36464937","424464089","718.1878292","55","..","25.36730576","3.889117956","2.585579634","..","..","0.670087865","396.036","146.68","0","176.016","1032.4","5742828.037","2309.76196","281.17496","0.400944447","16","7600","..","2.928531688","..","..","0.475443832","10.81764721","13.56796179","..","27.066","Country.Code","BTN"
"BTN","Lower Middle-Income","South Asia",2010,"YR2010","14.78303653","46.33","73.28291087","..","..","..","..","..","1289089440","8.873834921","1880.501529","35.951","22.42971","57.01874138","5200","181537.3717","0.421937732","0.14675355","13.46153264","1547991318","2258.183141","66.9","46","50.29269791","11.81901455","7.688726425","..","..","0.711464428","487.711","311.695","0","77.007","1734.98","11699688.99","3220.40038","544.143","13.6","13.91666667","41000","..","1.886491153","..","..","..","12.25700473","22.76829849","37.3","19.397","Country.Code","BTN"
"BTN","Lower Middle-Income","South Asia",2011,"YR2011","14.29555263","47.2","81.80084229","..","..","..","..","..","1474682861","7.22291301","2127.054832","31.97","19.74017","55.34557937","5195.999756","226153.1266","0.483705822","0.144526592","13.8352247","1777101316","2563.257526","69.4","35","54.68603516","12.53009033","7.269193649","..","..","1.057842371","733.4","366.7","0","95.342","1752.3298","18499827.37","3259.60739","549.58443","14.4","14","66000","..","2.469735327","..","..","..","14.92606028","25.2145125","37.3","18.913","Country.Code","BTN"
"BTN","Lower Middle-Income","South Asia",2012,"YR2012","13.96397847","48.11","91.5","..","27.63649338","27.63649338","..","..","1460365477","3.647844845","2081.529166","27.989","16.55831","53.71434205","5195.999756","193405","0.471","0.142819876","15.05424172","1781281281","2538.945899","69.4","35","55.73648071","17.39494324","6.976878643","..","..","1.165565585","817.741","418.038","0","139.346","1769.6796","21653676.57","3296.963725","555.02586","15.6","14","105000","..","2.668501837","..","..","..","19.5311","22.99670562","37.3","18.514","Country.Code","BTN"
"BTN","Lower Middle-Income","South Asia",2013,"YR2013","14.09121578","49.76","87.3388443","..","..","..","..","..","1462711360","3.290168886","2059.466488","26.428","18.61541","52.16896665","5195.999756","207996","0.635292","0.141079465","14.72269791","1756215666","2472.714309","69.4","30","56.43745422","17.55419731","7.939577103","..","..","1.295927562","920.417","440.04","0","194.351","..","25544115.4","..","..","22.4","14.0375","116000","..","1.892460342","..","..","..","23.03483079","25.52112832","35.3","18.201","Country.Code","BTN"
"BTN","Lower Middle-Income","South Asia",2014,"YR2014","14.51444851","50.65","91.35092163","33.66591263","..","..","..","..","1586289694","5.416504327","2206.072537","24.867","..","50.76224402","5255.999756","302160","0.922884","0.139349365","13.6986507","1907090813","2652.214588","71.9","15","56.81462479","18.39092636","7.122431278","..","..","1.392229534","1001.091","407.037","0","253.023","..","29157990.29","..","..","30.3","14.025","133000","..","1.934714632","..","..","..","16.79478457","24.98221943","35.3","17.965","Country.Code","BTN"
"BTN","Lower Middle-Income","South Asia",2015,"YR2015","14.43686804","51.75","95.46472931","..","..","..","..","..","1650699036","4.942681765","2267.830009","23.306","15.02018","49.52597532","5255.999756","162864","0.538041372","0.137660806","13.26203862","2003598213","2752.664208","71.9","15","67.65296936","18.8367939","4.623405933","..","..","..","..","..","..","..","..","33867493.4","..","..","39.8","14.89583333","155000","..","2.599719879","32.80128","12.18","..","19.26796282","27.31644022","35.3","17.783","Country.Code","BTN"
"BTN","Lower Middle-Income","South Asia",2016,"YR2016","14.3946237","52.5","99.59632874","..","..","..","..","..","1745381446","6.805224644","2369.159934","21.745","14.41619","48.33535018","5190","224101","0.65910068","0.135738806","12.97947321","2158972128","2930.562988","71.9","15","67.54524231","19.44152832","4.348568439","..","..","..","..","..","..","..","..","39895191.42","..","..","41.77264453","14.15","210000","..","3.136107354","..","..","..","18.04489359","24.67629874","35.3","17.625","Country.Code","BTN"
"BTN","Lower Middle-Income","South Asia",2017,"YR2017","15.03361878","..","97.7","..","..","..","..","..","1995871202","5.592731252","2676.980774","20.184","13.10727","47.37146923","..","254643","0.530672","..","12.54156214","2450364929","3286.574704","71.9","12","72.13331604","13.8552866","10.81069756","..","..","..","..","..","..","..","..","45848123.52","..","..","48.10641588","14.25","255000","..","2.811018478","..","..","..","20.61480584","24.32411569","35.3","17.459","Country.Code","BTN"
